date,fund
2023-01-02,0.007950712295168489
2023-01-03,-0.0015739645175677696
2023-01-04,0.010215328071510387
2023-01-05,0.02334544784612038
2023-01-06,-0.0030123006208500397
2023-01-09,-0.003012054354237708
2023-01-10,0.024188192232610872
2023-01-11,0.012011520937293631
2023-01-12,-0.006542115789024281
2023-01-13,0.00863840065378947
2023-01-16,-0.006451265392186933
2023-01-17,-0.006485946303553853
2023-01-18,0.004129434073490512
2023-01-19,-0.028199203669866967
2023-01-20,-0.02537376748769549
2023-01-23,-0.00793431293861459
2023-01-24,-0.014692466805016355
2023-01-25,0.005213709988929107
2023-01-26,-0.013120361132818163
2023-01-27,-0.02068455552002937
2023-01-30,0.02248473153382331
2023-01-31,-0.0028866445072980346
2023-02-01,0.0015129230703188575
2023-02-02,-0.02087122279320185
2023-02-03,-0.007665740867877739
2023-02-06,0.0021638388456479913
2023-02-07,-0.01676490366133454
2023-02-08,0.006135470275185078
2023-02-09,-0.008509580348782074
2023-02-10,-0.0038754062468991514
2023-02-13,-0.008525599183440953
2023-02-14,0.028284172767634067
2023-02-15,0.0002975416289309912
2023-02-16,-0.015365663934338504
2023-02-17,0.012838173681547835
2023-02-20,-0.017812654749565334
2023-02-21,0.003632953925071331
2023-02-22,-0.028895051858196633
2023-02-23,-0.019422790733476455
2023-02-24,0.0034529185380368526
2023-02-27,0.011576998699931156
2023-02-28,0.0030705242178495572
2023-03-01,-0.0012347242358236078
2023-03-02,-0.004016555433839332
2023-03-03,-0.02167782985551141
2023-03-06,-0.010297663125920628
2023-03-07,-0.0064095815643968115
2023-03-08,0.016356833393283737
2023-03-09,0.005654274343526921
2023-03-10,-0.02594560233044101
2023-03-13,0.0053612595409219255
2023-03-14,-0.005276234206244748
2023-03-15,-0.00965383000458938
2023-03-16,0.009675144332613019
2023-03-17,0.015964992837439265
2023-03-20,0.014469201786742979
2023-03-21,-0.012088262848339576
2023-03-22,-0.004138185637768219
2023-03-23,0.00546895147105346
2023-03-24,0.015133176906835388
2023-03-27,-0.006687613567679348
2023-03-28,-0.0022848846499572565
2023-03-29,-0.016095024610090422
2023-03-30,-0.017443099361210062
2023-03-31,0.01268788733591297
2023-04-03,0.020843600428562342
2023-04-04,-0.0005801518237050077
2023-04-05,0.015552993468380362
2023-04-06,0.005924540375714512
2023-04-07,-0.009176796319076863
2023-04-10,0.005920934082626209
2023-04-11,0.023570548496989537
2023-04-12,-3.739058664927299e-05
2023-04-13,0.023969654837210093
2023-04-14,-0.038796176561346166
2023-04-17,0.012828537565628358
2023-04-18,0.0018057060235725684
2023-04-19,-0.0039851102569880125
2023-04-20,0.0018764116480325345
2023-04-21,-0.02931353371901339
2023-04-24,-0.0027950783175626787
2023-04-25,0.005856688572676195
2023-04-26,0.02266841067112274
2023-04-27,-0.00727405327410471
2023-04-28,-0.011627404043397814
2023-05-01,-0.007026355653768048
2023-05-02,0.014231031765531112
2023-05-03,0.005431266644895266
2023-05-04,-0.007446403056505582
2023-05-05,0.008199011496700341
2023-05-08,0.001956163240220606
2023-05-09,0.015029674857993338
2023-05-10,-0.010030796408160285
2023-05-11,-0.004414932198966524
2023-05-12,-0.005381622296982365
2023-05-15,-0.021452724221981776
2023-05-16,0.00494180415596864
2023-05-17,0.004415829082698339
2023-05-18,0.0005767018496369133
2023-05-19,-0.0030188070006272037
