date,fund
2022-01-03,0.007950712295168489
2022-01-04,-0.0015739645175677696
2022-01-05,0.010215328071510387
2022-01-06,0.02334544784612038
2022-01-07,-0.0030123006208500397
2022-01-10,-0.003012054354237708
2022-01-11,0.024188192232610872
2022-01-12,0.012011520937293631
2022-01-13,-0.006542115789024281
2022-01-14,0.00863840065378947
2022-01-17,-0.006451265392186933
2022-01-18,-0.006485946303553853
2022-01-19,0.004129434073490512
2022-01-20,-0.028199203669866967
2022-01-21,-0.02537376748769549
2022-01-24,-0.00793431293861459
2022-01-25,-0.014692466805016355
2022-01-26,0.005213709988929107
2022-01-27,-0.013120361132818163
2022-01-28,-0.02068455552002937
2022-01-31,0.02248473153382331
2022-02-01,-0.0028866445072980346
2022-02-02,0.0015129230703188575
2022-02-03,-0.02087122279320185
2022-02-04,-0.007665740867877739
2022-02-07,0.0021638388456479913
2022-02-08,-0.01676490366133454
2022-02-09,0.006135470275185078
2022-02-10,-0.008509580348782074
2022-02-11,-0.0038754062468991514
2022-02-14,-0.008525599183440953
2022-02-15,0.028284172767634067
2022-02-16,0.0002975416289309912
2022-02-17,-0.015365663934338504
2022-02-18,0.012838173681547835
2022-02-21,-0.017812654749565334
2022-02-22,0.003632953925071331
2022-02-23,-0.028895051858196633
2022-02-24,-0.019422790733476455
2022-02-25,0.0034529185380368526
2022-02-28,0.011576998699931156
2022-03-01,0.0030705242178495572
2022-03-02,-0.0012347242358236078
2022-03-03,-0.004016555433839332
2022-03-04,-0.02167782985551141
2022-03-07,-0.010297663125920628
2022-03-08,-0.0064095815643968115
2022-03-09,0.016356833393283737
2022-03-10,0.005654274343526921
2022-03-11,-0.02594560233044101
2022-03-14,0.0053612595409219255
2022-03-15,-0.005276234206244748
2022-03-16,-0.00965383000458938
2022-03-17,0.009675144332613019
2022-03-18,0.015964992837439265
2022-03-21,0.014469201786742979
2022-03-22,-0.012088262848339576
2022-03-23,-0.004138185637768219
2022-03-24,0.00546895147105346
2022-03-25,0.015133176906835388
2022-03-28,-0.006687613567679348
2022-03-29,-0.0022848846499572565
2022-03-30,-0.016095024610090422
2022-03-31,-0.017443099361210062
2022-04-01,0.01268788733591297
2022-04-04,0.020843600428562342
2022-04-05,-0.0005801518237050077
2022-04-06,0.015552993468380362
2022-04-07,0.005924540375714512
2022-04-08,-0.009176796319076863
2022-04-11,0.005920934082626209
2022-04-12,0.023570548496989537
2022-04-13,-3.739058664927299e-05
2022-04-14,0.023969654837210093
2022-04-15,-0.038796176561346166
2022-04-18,0.012828537565628358
2022-04-19,0.0018057060235725684
2022-04-20,-0.0039851102569880125
2022-04-21,0.0018764116480325345
2022-04-22,-0.02931353371901339
2022-04-25,-0.0027950783175626787
2022-04-26,0.005856688572676195
2022-04-27,0.02266841067112274
2022-04-28,-0.00727405327410471
2022-04-29,-0.011627404043397814
2022-05-02,-0.007026355653768048
2022-05-03,0.014231031765531112
2022-05-04,0.005431266644895266
2022-05-05,-0.007446403056505582
2022-05-06,0.008199011496700341
2022-05-09,0.001956163240220606
2022-05-10,0.015029674857993338
2022-05-11,-0.010030796408160285
2022-05-12,-0.004414932198966524
2022-05-13,-0.005381622296982365
2022-05-16,-0.021452724221981776
2022-05-17,0.00494180415596864
2022-05-18,0.004415829082698339
2022-05-19,0.0005767018496369133
2022-05-20,-0.0030188070006272037
2022-05-23,-0.020730561130756213
2022-05-24,-0.005809679841480385
2022-05-25,-0.004640717747901542
2022-05-26,-0.011534159038324283
2022-05-27,-0.0019192856749901369
2022-05-30,0.006560762852218075
2022-05-31,0.028792788518157954
2022-06-01,0.003118667192477584
2022-06-02,0.004363255860841466
2022-06-03,-0.0006166887364925083
2022-06-06,-0.02828156822948562
